name,segment,gene_id,mean,std,size,count,percentage
ERR4459190,NC_045512.2,SARS-CoV2,53.10861786442832,56.062142802138936,29903,681.0,0.022773634752365983
ERR4459191,NC_045512.2,SARS-CoV2,728.761930241113,485.3172462583604,29903,27752.0,0.9280674179848176
ERR4459192,NC_045512.2,SARS-CoV2,309.4773099688994,258.2721854613563,29903,18016.0,0.6024813563856469
ERR4459193,NC_045512.2,SARS-CoV2,41.58231615556968,48.39679175838301,29903,452.0,0.01511554024679798
ERR4459194,NC_045512.2,SARS-CoV2,301.4778115908103,235.60084559522866,29903,17793.0,0.595023910644417
ERR4459195,NC_045512.2,SARS-CoV2,600.2639868909474,405.9786582173352,29903,27571.0,0.9220145135939538
ERR4459196,NC_045512.2,SARS-CoV2,104.40607965755945,100.55394428771018,29903,4433.0,0.14824599538507843
ERR4459197,NC_045512.2,SARS-CoV2,586.2401431294519,420.8054028036004,29903,26362.0,0.8815837875798415
ERR4459198,NC_045512.2,SARS-CoV2,246.16901314249407,207.18160222415102,29903,14919.0,0.49891315252650237
ERR4459199,NC_045512.2,SARS-CoV2,356.6833428084139,265.168750816103,29903,21140.0,0.7069524796843126
ERR4459200,NC_045512.2,SARS-CoV2,288.50376216433136,254.26322400619893,29903,16339.0,0.5464000267531686
ERR4459201,NC_045512.2,SARS-CoV2,378.2223522723473,241.1944433446997,29903,23432.0,0.7836003076614386
ERR4459202,NC_045512.2,SARS-CoV2,500.5858275089456,319.87685188261685,29903,26438.0,0.8841253385947898
ERR4459203,NC_045512.2,SARS-CoV2,602.8316222452597,398.70539786740915,29903,27379.0,0.9155937531351369
ERR4459204,NC_045512.2,SARS-CoV2,59.593652810754776,58.42754593839376,29903,841.0,0.028124268468046686
ERR4459205,NC_045512.2,SARS-CoV2,303.09490686553187,229.96253025626226,29903,18533.0,0.6197705915794401
ERR4459206,NC_045512.2,SARS-CoV2,565.6538474400562,402.081306159906,29903,26358.0,0.8814500217369494
ERR4459207,NC_045512.2,SARS-CoV2,77.91539310437079,92.83949388843973,29903,2631.0,0.08798448316222453
ERR4459208,NC_045512.2,SARS-CoV2,330.06116443166235,254.4961919609728,29903,19929.0,0.6664548707487543
ERR4459209,NC_045512.2,SARS-CoV2,758.0912283048524,472.76565989605103,29903,28659.0,0.9583988228605825
ERR4459210,NC_045512.2,SARS-CoV2,210.11490485904423,158.43257678085817,29903,13189.0,0.44105942547570476
ERR4459211,NC_045512.2,SARS-CoV2,61.063839748520216,67.54644087689665,29903,1360.0,0.04548038658328596
ERR4459212,NC_045512.2,SARS-CoV2,50.57743370230412,57.9805857703643,29903,663.0,0.022171688459351906
ERR4459213,NC_045512.2,SARS-CoV2,145.5625856937431,137.11323452422857,29903,8414.0,0.28137645052335886
ERR4459214,NC_045512.2,SARS-CoV2,619.1587800555128,402.7130774609715,29903,27942.0,0.9344212955221884
ERR4459215,NC_045512.2,SARS-CoV2,60.282078721198545,61.12654913015178,29903,1147.0,0.03835735544928603
ERR4459216,NC_045512.2,SARS-CoV2,489.7818279102431,350.54221807638595,29903,24759.0,0.8279771260408655
ERR4459217,NC_045512.2,SARS-CoV2,91.43289970905928,88.0079029461566,29903,3563.0,0.1191519245560646
ERR4459218,NC_045512.2,SARS-CoV2,503.79497040430726,360.3305290423973,29903,25479.0,0.8520549777614286
ERR4459219,NC_045512.2,SARS-CoV2,425.8477410293282,268.596595324965,29903,24727.0,0.8269069992977294
ERR4459220,NC_045512.2,SARS-CoV2,318.5061365080427,262.4457021804749,29903,18163.0,0.6073972511119285
ERR4459221,NC_045512.2,SARS-CoV2,331.0764471792128,264.3036855705926,29903,19173.0,0.641173126442163
ERR4459222,NC_045512.2,SARS-CoV2,426.65147309634483,282.24345576992437,29903,24532.0,0.8203859144567435
ERR4459223,NC_045512.2,SARS-CoV2,353.3716683944755,234.84503414689402,29903,22467.0,0.7513292980637394
ERR4459224,NC_045512.2,SARS-CoV2,262.6938099856202,211.54036845780996,29903,16587.0,0.5546935090124737
ERR4459225,NC_045512.2,SARS-CoV2,516.8892418820855,327.0433825364812,29903,26625.0,0.8903788917499916
ERR4459226,NC_045512.2,SARS-CoV2,379.0307995853259,284.63057647941605,29903,21788.0,0.7286225462328194
ERR4459227,NC_045512.2,SARS-CoV2,476.881684111962,288.3735243147852,29903,26405.0,0.8830217703909307
ERR4459228,NC_045512.2,SARS-CoV2,122.49035213858141,109.94539279835752,29903,5864.0,0.1961007256796977
ERR4459229,NC_045512.2,SARS-CoV2,44.000535063371565,50.43849922676644,29903,664.0,0.02220512992007491
ERR4459230,NC_045512.2,SARS-CoV2,159.33297662441896,147.73011041909615,29903,8854.0,0.2960906932414808
ERR4459231,NC_045512.2,SARS-CoV2,813.0514664080526,508.6332132576738,29903,28842.0,0.9645186101728923
ERR4459232,NC_045512.2,SARS-CoV2,317.06825402133563,239.51606126847324,29903,19533.0,0.6532120523024446
ERR4459233,NC_045512.2,SARS-CoV2,33.03688593117747,38.32553163779942,29903,133.0,0.004447714276159582
ERR4459234,NC_045512.2,SARS-CoV2,544.7076213088988,359.3253202851749,29903,26676.0,0.8920844062468649
ERR4459235,NC_045512.2,SARS-CoV2,295.11443667859413,230.17776166768635,29903,17455.0,0.5837206969200415
ERR4459236,NC_045512.2,SARS-CoV2,323.5880012038926,261.1491293760883,29903,19374.0,0.6478948600474869
ERR4459237,NC_045512.2,SARS-CoV2,624.7787512958566,420.42389111244984,29903,27125.0,0.9070996221114939
ERR4459238,NC_045512.2,SARS-CoV2,430.233488278768,315.62863200562833,29903,23353.0,0.7809584322643213
ERR4459239,NC_045512.2,SARS-CoV2,270.8296826405377,224.66163795267033,29903,16080.0,0.5377386884259104
ERR4459240,NC_045512.2,SARS-CoV2,354.96180985185435,272.67664001449185,29903,20634.0,0.6900311005584724
ERR4459241,NC_045512.2,SARS-CoV2,142.3328763000368,129.23417877374334,29903,8306.0,0.2777647727652744
ERR4459242,NC_045512.2,SARS-CoV2,560.7111326622747,394.68798427988247,29903,26410.0,0.8831889776945457
ERR4459243,NC_045512.2,SARS-CoV2,278.8174096244524,237.1419110351135,29903,16058.0,0.5370029762900044
ERR4459244,NC_045512.2,SARS-CoV2,323.89890646423436,236.49220654123158,29903,19825.0,0.6629769588335619
ERR4459245,NC_045512.2,SARS-CoV2,290.03247165836206,236.25449977790404,29903,17840.0,0.5965956592983982
ERR4459246,NC_045512.2,SARS-CoV2,82.42015851252383,84.12688467139974,29903,3071.0,0.10269872588034645
ERR4459247,NC_045512.2,SARS-CoV2,662.7035414506905,474.55104879208915,29903,26386.0,0.8823863826371936
ERR4459248,NC_045512.2,SARS-CoV2,474.597364812895,326.90332920521405,29903,24747.0,0.8275758285121894
ERR4459249,NC_045512.2,SARS-CoV2,45.36263920008026,51.07508349728247,29903,495.0,0.016553523057887168
ERR4459250,NC_045512.2,SARS-CoV2,176.86299033541786,159.51531472592745,29903,11001.0,0.3678895094137712
ERR4459251,NC_045512.2,SARS-CoV2,47.36096712704411,47.09195814857448,29903,278.0,0.009296726080995217
ERR4459252,NC_045512.2,SARS-CoV2,363.167575159683,284.86285790221234,29903,21232.0,0.710029094070829
ERR4459253,NC_045512.2,SARS-CoV2,474.7350098652309,334.784587098157,29903,24358.0,0.8145671002909407
ERR4459254,NC_045512.2,SARS-CoV2,173.2702404441026,148.2139385710702,29903,10862.0,0.3632411463732736
ERR4459255,NC_045512.2,SARS-CoV2,263.85088452663615,207.86691561715696,29903,16294.0,0.5448951610206334
ERR4459256,NC_045512.2,SARS-CoV2,195.78577400260843,174.38638954233267,29903,12024.0,0.4021001237334047
ERR4459257,NC_045512.2,SARS-CoV2,65.82232551917868,69.30137847576343,29903,1859.0,0.06216767548406514
ERR4459258,NC_045512.2,SARS-CoV2,472.51827575828514,322.757262055291,29903,24635.0,0.823830384911213
ERR4459259,NC_045512.2,SARS-CoV2,154.65752600073571,133.63936029835693,29903,8541.0,0.28562351603518044
ERR4459260,NC_045512.2,SARS-CoV2,92.20660134434672,88.35199960927493,29903,3558.0,0.11898471725244959
ERR4459261,NC_045512.2,SARS-CoV2,159.51623582918103,148.03874627571827,29903,8985.0,0.30047152459619436
ERR4459262,NC_045512.2,SARS-CoV2,50.67076881918202,59.147542081641554,29903,811.0,0.027121024646356552
ERR4459263,NC_045512.2,SARS-CoV2,137.68056716717385,135.08844903812812,29903,7355.0,0.24596194361769722
ERR4459264,NC_045512.2,SARS-CoV2,1024.5664983446477,694.3633600679821,29903,29049.0,0.9714409925425542
ERR4459265,NC_045512.2,SARS-CoV2,43.66484968063405,48.55745535535445,29903,457.0,0.015282747550413003
ERR4459266,NC_045512.2,SARS-CoV2,111.75092800053507,205.0058599461457,29903,4443.0,0.14858040999230845
ERR4459267,NC_045512.2,SARS-CoV2,426.30481891449017,265.23991790783623,29903,24454.0,0.8177774805203492
ERR4459268,NC_045512.2,SARS-CoV2,531.9038223589606,406.2600893883813,29903,24426.0,0.816841119620105
ERR4459269,NC_045512.2,SARS-CoV2,144.80935023241815,130.88394651194096,29903,8164.0,0.27301608534260774
ERR4459270,NC_045512.2,SARS-CoV2,465.75734876099386,312.49583307088164,29903,24741.0,0.8273751797478514
ERR4459271,NC_045512.2,SARS-CoV2,27.756847139083035,35.04950922578467,29903,79.0,0.002641875397117346
ERR4459272,NC_045512.2,SARS-CoV2,419.2674982443233,279.1300218568116,29903,23930.0,0.8002541551014948
ERR4459273,NC_045512.2,SARS-CoV2,96.98230946727753,93.15812765454625,29903,4395.0,0.14697521987760426
ERR4459274,NC_045512.2,SARS-CoV2,186.4776778249674,163.75428508454763,29903,11450.0,0.38290472527840014
ERR4459275,NC_045512.2,SARS-CoV2,81.02243922014513,83.98363462205936,29903,3101.0,0.10370196970203659
ERR4459276,NC_045512.2,SARS-CoV2,492.5390763468548,331.8438416354893,29903,25696.0,0.8593117747383205
ERR4459277,NC_045512.2,SARS-CoV2,86.39039561248035,83.02551126061361,29903,3042.0,0.10172892351937933
ERR4459278,NC_045512.2,SARS-CoV2,143.4269471290506,126.46315051599912,29903,7689.0,0.2571313914991807
ERR4459279,NC_045512.2,SARS-CoV2,126.97475169715413,123.63944837450788,29903,6322.0,0.2114169146908337
ERR4459280,NC_045512.2,SARS-CoV2,491.55700096980235,341.4992396378965,29903,25220.0,0.8433936394341705
ERR4459281,NC_045512.2,SARS-CoV2,450.19717085242286,368.37261974820717,29903,23328.0,0.7801223957462462
ERR4459282,NC_045512.2,SARS-CoV2,437.11246363241145,318.8249096521073,29903,24297.0,0.8125271711868375
ERR4459283,NC_045512.2,SARS-CoV2,166.47978463699295,156.60759235022408,29903,9906.0,0.3312711099220814
ERR4459284,NC_045512.2,SARS-CoV2,49.67150453131793,54.605574663482535,29903,729.0,0.024378824867070194
ERR4459285,NC_045512.2,SARS-CoV2,471.1369427816607,330.2952064802459,29903,25104.0,0.839514429990302
ERR4459286,NC_045512.2,SARS-CoV2,277.8204862388389,234.8711774875418,29903,15794.0,0.5281744306591312
ERR4459287,NC_045512.2,SARS-CoV2,243.09818412868273,215.21426046044868,29903,14557.0,0.48680734374477475
ERR4459288,NC_045512.2,SARS-CoV2,670.4917232384711,443.76287947638474,29903,27855.0,0.931511888439287
ERR4459289,NC_045512.2,SARS-CoV2,342.3247500250811,223.07644633185689,29903,22239.0,0.7437046450188944
ERR4459290,NC_045512.2,SARS-CoV2,131.49767581847976,123.9653788055929,29903,7174.0,0.23990903922683343
ERR4459291,NC_045512.2,SARS-CoV2,405.8295154332341,267.99916111839923,29903,23972.0,0.801658696451861
ERR4459292,NC_045512.2,SARS-CoV2,114.44878440290272,117.79488522311652,29903,5618.0,0.18787412634183862
ERR4459293,NC_045512.2,SARS-CoV2,36.31538641607865,41.97872297669379,29903,521.0,0.017423001036685284
ERR4459294,NC_045512.2,SARS-CoV2,496.90830351469754,310.10327239184636,29903,26488.0,0.8857974116309401
ERR4459295,NC_045512.2,SARS-CoV2,303.0923318730562,248.97375895672957,29903,17528.0,0.5861619235528208
ERR4459296,NC_045512.2,SARS-CoV2,360.39052937832327,264.0726440969882,29903,21659.0,0.7243085977995519
ERR4459297,NC_045512.2,SARS-CoV2,370.48724208273416,288.8700869330414,29903,20687.0,0.6918034979767916
ERR4459298,NC_045512.2,SARS-CoV2,191.52091763368225,187.76167842585093,29903,11317.0,0.37845701100224055
ERR4459299,NC_045512.2,SARS-CoV2,271.33183961475436,215.3362187752686,29903,15820.0,0.5290439086379293
ERR4459300,NC_045512.2,SARS-CoV2,111.27589205096479,111.18227567620438,29903,5263.0,0.17600240778517207
ERR4459301,NC_045512.2,SARS-CoV2,64.04441025984015,66.77242534365762,29903,1446.0,0.04835635220546433
ERR4459302,NC_045512.2,SARS-CoV2,218.5554626626091,176.7479953155796,29903,12930.0,0.43239808714844663
ERR4459303,NC_045512.2,SARS-CoV2,208.28087482861253,201.18950728777168,29903,12768.0,0.42698057051131993
ERR4459304,NC_045512.2,SARS-CoV2,470.1018626893623,295.1774331933694,29903,25521.0,0.8534595191117949
ERR4459305,NC_045512.2,SARS-CoV2,397.6659866902986,281.7081752739087,29903,22529.0,0.7534026686285656
ERR4459306,NC_045512.2,SARS-CoV2,223.36809015817812,191.5446679580085,29903,13583.0,0.4542353610005685
ERR4459307,NC_045512.2,SARS-CoV2,395.87700230746077,272.366776018478,29903,23569.0,0.7881817877804903
ERR4459308,NC_045512.2,SARS-CoV2,229.1792462294753,210.66795214858337,29903,13398.0,0.4480486907668127
ERR4459309,NC_045512.2,SARS-CoV2,271.24311941945626,212.90935042003724,29903,16387.0,0.5480052168678727
ERR4459310,NC_045512.2,SARS-CoV2,698.0645420191954,464.4672956757954,29903,28160.0,0.9417115339598033
ERR4459311,NC_045512.2,SARS-CoV2,194.78176102732166,162.77110700135145,29903,12156.0,0.40651439654884125
ERR4459312,NC_045512.2,SARS-CoV2,392.07072868942913,277.6400113484594,29903,23210.0,0.7761763033809317
ERR4459313,NC_045512.2,SARS-CoV2,421.84613583921345,309.56567941976925,29903,23371.0,0.7815603785573354
ERR4459314,NC_045512.2,SARS-CoV2,607.0964451727251,403.48380958607356,29903,27680.0,0.9256596328127613
ERR4459315,NC_045512.2,SARS-CoV2,51.50971474434003,55.79705651028491,29903,689.0,0.023041166438150018
ERR4459316,NC_045512.2,SARS-CoV2,76.5194127679497,75.84570663744253,29903,2500.0,0.08360365180751095
ERR4459317,NC_045512.2,SARS-CoV2,538.6065612145939,380.14329837875164,29903,25671.0,0.8584757382202455
ERR4459318,NC_045512.2,SARS-CoV2,46.48837909239876,55.25647986474994,29903,650.0,0.021736949469952846
ERR4459319,NC_045512.2,SARS-CoV2,653.755877336722,438.8866148582993,29903,27666.0,0.9251914523626392
ERR4459320,NC_045512.2,SARS-CoV2,218.3670869143564,180.99986137832647,29903,13078.0,0.4373474233354513
ERR4459321,NC_045512.2,SARS-CoV2,205.74701534963046,179.1549059933501,29903,12458.0,0.4166137176871886
ERR4459322,NC_045512.2,SARS-CoV2,211.00418018259037,219.23344698415215,29903,12442.0,0.4160786543156205
ERR4459323,NC_045512.2,SARS-CoV2,383.22593050864464,291.1872088934395,29903,22045.0,0.7372170016386316
ERR4459324,NC_045512.2,SARS-CoV2,874.3235795739558,553.443133684085,29903,28907.0,0.9666923051198877
ERR4459325,NC_045512.2,SARS-CoV2,613.0772497742702,432.0478936038254,29903,26594.0,0.8893422064675786
ERR4459326,NC_045512.2,SARS-CoV2,498.3946426779922,347.6704632945974,29903,25061.0,0.8380764471792128
ERR4459327,NC_045512.2,SARS-CoV2,85.18509848510183,80.64253341404029,29903,2843.0,0.09507407283550146
ERR4459328,NC_045512.2,SARS-CoV2,54.16158913821356,59.31138382748422,29903,1014.0,0.03390964117312644
ERR4459329,NC_045512.2,SARS-CoV2,222.57766779252918,193.65789601546388,29903,12981.0,0.43410360164531986
ERR4459330,NC_045512.2,SARS-CoV2,456.1737618299167,319.5363413620712,29903,24591.0,0.8223589606394007
ERR4459331,NC_045512.2,SARS-CoV2,404.22566297695886,333.1953355077379,29903,22245.0,0.7439052937832324
ERR4459332,NC_045512.2,SARS-CoV2,89.10825000836037,85.94600061800428,29903,3543.0,0.11848309534160452
ERR4459333,NC_045512.2,SARS-CoV2,71.46068956292011,73.95062850652889,29903,2134.0,0.07136407718289135
ERR4459334,NC_045512.2,SARS-CoV2,266.03571548005215,217.99904487906696,29903,16315.0,0.5455974316958164
ERR4459335,NC_045512.2,SARS-CoV2,505.871785439588,353.61368804491883,29903,25337.0,0.847306290338762
ERR4459336,NC_045512.2,SARS-CoV2,380.0042805069725,298.5351912798265,29903,20967.0,0.7011671069792329
ERR4459337,NC_045512.2,SARS-CoV2,358.1938601478113,261.75693618121824,29903,20981.0,0.7016352874293549
ERR4459338,NC_045512.2,SARS-CoV2,614.3548807811925,381.1058019311346,29903,27856.0,0.93154532990001
ERR4459339,NC_045512.2,SARS-CoV2,206.0418352673645,173.0193315011594,29903,12372.0,0.4137377520650102
ERR4459340,NC_045512.2,SARS-CoV2,122.77343410360164,117.12971959824993,29903,5888.0,0.1969033207370498
ERR4459341,NC_045512.2,SARS-CoV2,193.2259305086446,168.9149835703934,29903,11705.0,0.3914322977627663
ERR4459342,NC_045512.2,SARS-CoV2,161.6206066280975,149.7010063571187,29903,9504.0,0.31782764271143366
ERR4459343,NC_045512.2,SARS-CoV2,470.42484031702503,319.6857826466478,29903,25359.0,0.8480420024746681
ERR4459344,NC_045512.2,SARS-CoV2,63.56763535431227,67.03597629258765,29903,1482.0,0.04956024479149249
ERR4459345,NC_045512.2,SARS-CoV2,418.3922348928201,307.55499572519295,29903,22938.0,0.7670802260642745
ERR4459346,NC_045512.2,SARS-CoV2,553.2974952345918,380.2629736791454,29903,25944.0,0.8676052569976257
ERR4459347,NC_045512.2,SARS-CoV2,481.9752198776043,319.1691747294048,29903,25179.0,0.8420225395445273
ERR4459348,NC_045512.2,SARS-CoV2,578.1932582015182,383.3266042660236,29903,26094.0,0.8726214761060763
ERR4459349,NC_045512.2,SARS-CoV2,209.72705079757884,188.6680552740313,29903,12358.0,0.41326957161488814
ERR4459350,NC_045512.2,SARS-CoV2,335.79306424104607,252.65375739351083,29903,20592.0,0.6886265592081062
ERR4459351,NC_045512.2,SARS-CoV2,345.453098351336,268.1166852041071,29903,20715.0,0.6927398588770357
ERR4459352,NC_045512.2,SARS-CoV2,169.74688158378757,151.31060165187702,29903,10385.0,0.3472895696084005
ERR4459353,NC_045512.2,SARS-CoV2,439.5439588001204,306.57040455307236,29903,23898.0,0.7991840283583587
ERR4459354,NC_045512.2,SARS-CoV2,262.04410928669364,234.2348617609637,29903,15239.0,0.5096144199578637
ERR4459355,NC_045512.2,SARS-CoV2,523.2573320402635,374.2337415919739,29903,24472.0,0.8183794268133632
ERR4459356,NC_045512.2,SARS-CoV2,51.47182556934087,46.67585825525536,29903,306.0,0.01023308698123934
ERR4459357,NC_045512.2,SARS-CoV2,320.1279470287262,287.33370512166766,29903,16990.0,0.5681704176838445
ERR4459358,NC_045512.2,SARS-CoV2,321.9185700431395,252.15193815832004,29903,19567.0,0.6543490619670267
ERR4459359,NC_045512.2,SARS-CoV2,429.6217770792228,318.7343319331081,29903,22584.0,0.755241948968331
ERR4459360,NC_045512.2,SARS-CoV2,450.45042303447815,357.4824650294932,29903,22911.0,0.7661773066247534
ERR4459361,NC_045512.2,SARS-CoV2,78.05855599772597,80.9115688683574,29903,2751.0,0.09199745844898505
ERR4459362,NC_045512.2,SARS-CoV2,281.43273250175565,225.24835500262915,29903,17109.0,0.5721499515098819
ERR4459363,NC_045512.2,SARS-CoV2,1042.3355516168947,655.4508488302271,29903,29184.0,0.9759555897401598
ERR4459364,NC_045512.2,SARS-CoV2,269.76179647527005,237.56793918073896,29903,15804.0,0.5285088452663612
ERR4459365,NC_045512.2,SARS-CoV2,507.53854128348326,347.134128613591,29903,25597.0,0.8560010701267431
ERR4459366,NC_045512.2,SARS-CoV2,104.65525198140655,112.09295195218658,29903,5377.0,0.17981473430759456
ERR4459367,NC_045512.2,SARS-CoV2,190.72076380296292,163.42560543684405,29903,11839.0,0.39591345349964885
ERR4459368,NC_045512.2,SARS-CoV2,248.89790322041267,204.86255005174098,29903,14804.0,0.49506738454335686
ERR4459369,NC_045512.2,SARS-CoV2,337.6375614486841,256.61258502085093,29903,20578.0,0.6881583787579841
ERR4459370,NC_045512.2,SARS-CoV2,63.40173226766545,64.91414224055869,29903,1312.0,0.04387519646858175
ERR4459371,NC_045512.2,SARS-CoV2,316.33792596060596,243.43659098373647,29903,19268.0,0.6443500652108484
ERR4459372,NC_045512.2,SARS-CoV2,128.46048891415577,122.87858716250375,29903,7008.0,0.2343577567468147
ERR4459373,NC_045512.2,SARS-CoV2,434.00695582383037,316.91202402709627,29903,23803.0,0.7960070895896733
ERR4459374,NC_045512.2,SARS-CoV2,534.3709995652611,357.8030854548824,29903,26783.0,0.8956626425442263
ERR4459375,NC_045512.2,SARS-CoV2,283.27181219275656,223.64913192043852,29903,16540.0,0.5531217603584925
ERR4459376,NC_045512.2,SARS-CoV2,170.71822225194796,147.92654432377591,29903,9959.0,0.3330435073404006
ERR4459377,NC_045512.2,SARS-CoV2,82.72039594689495,84.8905197817944,29903,3378.0,0.11296525432230879
ERR4459378,NC_045512.2,SARS-CoV2,50.16938099856202,51.48551751693962,29903,545.0,0.01822559609403739
ERR4459379,NC_045512.2,SARS-CoV2,358.92927131057087,302.5883736667635,29903,19953.0,0.6672574658061065
ERR4459380,NC_045512.2,SARS-CoV2,197.98595458649635,179.44695601422748,29903,12286.0,0.41086178644283183
ERR4459381,NC_045512.2,SARS-CoV2,453.01652008159715,337.15270063213995,29903,23825.0,0.7967428017255793
ERR4459382,NC_045512.2,SARS-CoV2,143.81533625388758,131.88990929405276,29903,8497.0,0.2841520917633682
ERR4459383,NC_045512.2,SARS-CoV2,623.7616292679664,384.61549364409285,29903,28150.0,0.9413771193525733
ERR4459384,NC_045512.2,SARS-CoV2,220.20446109086046,189.4024131125751,29903,13204.0,0.44156104738654983
ERR4459385,NC_045512.2,SARS-CoV2,495.8456676587633,308.3672129069413,29903,26123.0,0.8735912784670434
ERR4459386,NC_045512.2,SARS-CoV2,98.09233187305621,93.08941413071113,29903,4159.0,0.13908303514697523
ERR4459387,NC_045512.2,SARS-CoV2,533.8730227736347,356.62204214921167,29903,26491.0,0.8858977360131091
ERR4459388,NC_045512.2,SARS-CoV2,358.240009363609,306.3176771123576,29903,19866.0,0.664348058723205
ERR4459389,NC_045512.2,SARS-CoV2,595.7699896331471,388.3745362606165,29903,27481.0,0.9190047821288834
ERR4459390,NC_045512.2,SARS-CoV2,202.01738955957597,176.1893166584625,29903,11971.0,0.40032772631508545
ERR4459391,NC_045512.2,SARS-CoV2,323.4285523191653,270.29467968997324,29903,18178.0,0.6078988730227737
ERR4459583,NC_045512.2,SARS-CoV2,155.03514697521987,176.64794315729227,29903,8519.0,0.2848878038992743
ERR4459584,NC_045512.2,SARS-CoV2,492.1890111360064,399.79401808451735,29903,23201.0,0.7758753302344247
ERR4459585,NC_045512.2,SARS-CoV2,303.9615423201685,281.6479199136911,29903,15701.0,0.5250643748118918
ERR4459586,NC_045512.2,SARS-CoV2,477.75688058054374,415.65966311252834,29903,22494.0,0.7522322175032605
ERR4459587,NC_045512.2,SARS-CoV2,473.84891148045347,416.73398358599087,29903,22126.0,0.7399257599571949
ERR4459588,NC_045512.2,SARS-CoV2,594.7045112530516,458.5664241695063,29903,26086.0,0.8723539444202922
ERR4459589,NC_045512.2,SARS-CoV2,611.4805872320503,447.4431358187844,29903,26812.0,0.8966324449051934
ERR4459590,NC_045512.2,SARS-CoV2,554.2708423903956,396.99371280631306,29903,25927.0,0.8670367521653346
ERR4459591,NC_045512.2,SARS-CoV2,397.7043106042872,334.1638943856162,29903,21131.0,0.7066515065378056
ERR4459592,NC_045512.2,SARS-CoV2,611.5644249740828,505.37280031777084,29903,24626.0,0.8235294117647058
ERR4459593,NC_045512.2,SARS-CoV2,482.43353509681305,421.05494923020905,29903,22489.0,0.7520650101996456
ERR4459594,NC_045512.2,SARS-CoV2,59.529879945156004,71.04986540520466,29903,1744.0,0.05832190750091964
ERR4459595,NC_045512.2,SARS-CoV2,285.1977393572551,279.00993776887793,29903,14486.0,0.4844330000334415
ERR4459596,NC_045512.2,SARS-CoV2,206.25960605959267,188.85236356920686,29903,12228.0,0.40892218172089756
ERR4459597,NC_045512.2,SARS-CoV2,539.3007056148213,449.3948011645539,29903,24062.0,0.8046684279169314
ERR4459598,NC_045512.2,SARS-CoV2,569.3723706651507,429.5615775510972,29903,25424.0,0.8502156974216634
ERR4459599,NC_045512.2,SARS-CoV2,142.79510417015015,188.02855082174872,29903,7618.0,0.25475704778784736
ERR4459600,NC_045512.2,SARS-CoV2,774.6199043574223,477.00025708828537,29903,28864.0,0.9652543223087985
ERR4459601,NC_045512.2,SARS-CoV2,550.8002541551015,446.8349556874162,29903,24651.0,0.824365448282781
ERR4459602,NC_045512.2,SARS-CoV2,299.98217570143464,310.7832572889952,29903,14646.0,0.48978363374912215
ERR4459603,NC_045512.2,SARS-CoV2,282.2984315954921,273.95249880306494,29903,15065.0,0.503795605792061
ERR4459604,NC_045512.2,SARS-CoV2,402.67789185031603,374.6092003964677,29903,19518.0,0.6527104303915995
ERR4459605,NC_045512.2,SARS-CoV2,434.05307159816743,388.2321834135975,29903,21535.0,0.7201618566698993
ERR4459606,NC_045512.2,SARS-CoV2,303.17807577835,301.1017475016623,29903,14981.0,0.5009865230913286
ERR4459607,NC_045512.2,SARS-CoV2,797.1108918837575,561.0421712443765,29903,27932.0,0.9340868809149584
ERR4459608,NC_045512.2,SARS-CoV2,67.52292412132562,76.99176270330977,29903,2509.0,0.08390462495401799
ERR4459609,NC_045512.2,SARS-CoV2,570.4459418787412,414.70043382530685,29903,26107.0,0.8730562150954754
ERR4459610,NC_045512.2,SARS-CoV2,59.86496338160051,74.18099962282079,29903,1682.0,0.05624853693609337
ERR4459611,NC_045512.2,SARS-CoV2,621.1987091596161,438.8559700093955,29903,26718.0,0.8934889475972311
ERR4459612,NC_045512.2,SARS-CoV2,214.80032103802293,224.9426071999426,29903,11937.0,0.3991907166505033
ERR4459613,NC_045512.2,SARS-CoV2,552.1528943584256,430.2778903271568,29903,25125.0,0.840216700665485
ERR4459614,NC_045512.2,SARS-CoV2,172.0540748419891,187.2338911183326,29903,9608.0,0.3213055546266261
ERR4459615,NC_045512.2,SARS-CoV2,88.40992542554258,135.8251241659524,29903,3286.0,0.1098886399357924
ERR4459616,NC_045512.2,SARS-CoV2,492.7204628298164,376.8386136327597,29903,24500.0,0.8193157877136074
ERR4459617,NC_045512.2,SARS-CoV2,463.0524696518744,436.1376908363221,29903,20934.0,0.7000635387753738
ERR4459618,NC_045512.2,SARS-CoV2,584.8103534762398,398.44301321195917,29903,27015.0,0.9034210614319633
ERR4459619,NC_045512.2,SARS-CoV2,417.3281610540748,392.7423707127182,29903,19143.0,0.6401698826204728
ERR4459620,NC_045512.2,SARS-CoV2,566.8078788081464,453.9442230904619,29903,24181.0,0.8086479617429689
ERR4459621,NC_045512.2,SARS-CoV2,186.99083703976189,199.8033654374292,29903,10352.0,0.34618600140454137
ERR4459622,NC_045512.2,SARS-CoV2,93.12112497073872,110.11106256914205,29903,4020.0,0.1344346721064776
ERR4459623,NC_045512.2,SARS-CoV2,94.95525532555261,110.25858178355132,29903,4082.0,0.13650804267130387
ERR4459624,NC_045512.2,SARS-CoV2,266.5313513694278,284.9465899164481,29903,13584.0,0.45426880246129153
ERR4459625,NC_045512.2,SARS-CoV2,84.97655753603317,101.07875943978948,29903,4084.0,0.1365749255927499
ERR4459626,NC_045512.2,SARS-CoV2,551.2334213958466,447.1662536926632,29903,24478.0,0.8185800755777012
